Date,Close/Last,Volume,Open,High,Low,,,,,,,,,
9/30/24,$136.34 ,4119870,$134.76 ,$136.93 ,$134.76 ,,,,,,,,,
9/27/24,$134.26 ,4104431,$133.97 ,$135.60 ,$133.97 ,,,,,,,,,
9/26/24,$133.33 ,3997069,$132.57 ,$134.23 ,$132.57 ,,,,,,,,,
9/25/24,$131.51 ,5048200,$129.54 ,$131.81 ,$129.24 ,,,,,,,,,
9/24/24,$129.52 ,3829528,$129.40 ,$129.81 ,$128.62 ,,,,,,,,,
9/23/24,$128.74 ,2991718,$129.38 ,$129.40 ,$127.85 ,,,,,,,,,
9/20/24,$128.60 ,14211510,$128.50 ,$129.20 ,$126.54 ,,,,,,,,,
9/19/24,$132.13 ,4092324,$132.75 ,$133.57 ,$131.79 ,,,,,,,,,
9/18/24,$130.65 ,2939560,$131.00 ,$132.13 ,$130.46 ,,,,,,,,,
9/17/24,$130.65 ,3141657,$130.00 ,$131.50 ,$129.42 ,,,,,,,,,
9/16/24,$128.91 ,4589569,$128.19 ,$129.51 ,$127.97 ,,,,,,,,,
9/13/24,$127.24 ,5214539,$128.67 ,$128.79 ,$125.66 ,,,,,,,,,
9/12/24,$128.42 ,3447323,$128.88 ,$129.05 ,$127.48 ,,,,,,,,,
9/11/24,$128.50 ,3404502,$129.27 ,$129.27 ,$126.34 ,,,,,,,,,
9/10/24,$129.83 ,2590054,$129.43 ,$130.15 ,$128.53 ,,,,,,,,,
9/9/24,$128.88 ,3770799,$127.80 ,$129.72 ,$127.61 ,,,,,,,,,
9/6/24,$127.54 ,3590415,$127.67 ,$128.14 ,$126.71 ,,,,,,,,,
9/5/24,$127.40 ,5311072,$129.29 ,$129.30 ,$126.69 ,,,,,,,,,
9/4/24,$128.92 ,5710565,$127.69 ,$129.53 ,$127.13 ,,,,,,,,,
9/3/24,$127.50 ,5821221,$127.59 ,$128.32 ,$127.06 ,,,,,,,,,
8/30/24,$128.55 ,4116068,$127.51 ,$128.70 ,$126.89 ,,,,,,,,,
8/29/24,$126.98 ,3477608,$128.02 ,$128.29 ,$126.76 ,,,,,,,,,
8/28/24,$127.19 ,3361096,$127.61 ,$128.77 ,$126.65 ,,,,,,,,,
8/27/24,$127.90 ,3214032,$129.66 ,$129.73 ,$127.25 ,,,,,,,,,
8/26/24,$129.26 ,4501438,$128.87 ,$129.58 ,$128.39 ,,,,,,,,,
8/23/24,$127.97 ,6310292,$127.53 ,$129.26 ,$126.94 ,,,,,,,,,
8/22/24,$126.84 ,5083190,$128.18 ,$128.18 ,$126.14 ,,,,,,,,,
8/21/24,$127.90 ,4895909,$129.65 ,$129.78 ,$127.59 ,,,,,,,,,
8/20/24,$128.88 ,2342529,$128.83 ,$129.20 ,$127.59 ,,,,,,,,,
8/19/24,$128.95 ,3157931,$127.76 ,$129.88 ,$127.64 ,,,,,,,,,
8/16/24,$129.65 ,3255863,$128.51 ,$130.06 ,$128.37 ,,,,,,,,,
8/15/24,$128.55 ,4448327,$127.88 ,$129.40 ,$127.88 ,,,,,,,,,
8/14/24,$126.42 ,3155693,$126.36 ,$126.80 ,$125.73 ,,,,,,,,,
8/13/24,$126.49 ,3057574,$125.31 ,$126.96 ,$124.85 ,,,,,,,,,
8/12/24,$124.86 ,2549544,$126.01 ,$126.12 ,$124.57 ,,,,,,,,,
8/9/24,$125.82 ,3825042,$126.34 ,$126.34 ,$124.68 ,,,,,,,,,
8/8/24,$126.21 ,3823201,$123.20 ,$126.34 ,$123.12 ,,,,,,,,,
8/7/24,$123.32 ,4741854,$125.25 ,$127.11 ,$123.25 ,,,,,,,,,
8/6/24,$124.50 ,5608270,$126.06 ,$127.79 ,$124.42 ,,,,,,,,,
8/5/24,$126.02 ,5243011,$126.83 ,$127.95 ,$125.80 ,,,,,,,,,
8/2/24,$128.06 ,5098995,$129.88 ,$130.64 ,$127.20 ,,,,,,,,,
8/1/24,$130.58 ,4790636,$131.04 ,$132.49 ,$129.61 ,,,,,,,,,
7/31/24,$130.37 ,7025937,$129.25 ,$131.15 ,$127.45 ,,,,,,,,,
7/30/24,$129.03 ,4747688,$128.70 ,$130.86 ,$128.46 ,,,,,,,,,
7/29/24,$128.61 ,5414343,$129.14 ,$129.24 ,$127.65 ,,,,,,,,,
7/26/24,$128.83 ,7271324,$128.84 ,$129.86 ,$128.46 ,,,,,,,,,
7/25/24,$127.08 ,7761913,$129.27 ,$129.55 ,$126.54 ,,,,,,,,,
7/24/24,$128.53 ,11642490,$126.51 ,$129.25 ,$124.80 ,,,,,,,,,
7/23/24,$127.68 ,25353850,$130.14 ,$132.26 ,$124.98 ,,,,,,,,,
7/22/24,$145.18 ,3629819,$145.75 ,$146.17 ,$143.69 ,,,,,,,,,
7/19/24,$145.18 ,3073801,$145.87 ,$145.88 ,$143.24 ,,,,,,,,,
7/18/24,$144.76 ,3412940,$146.02 ,$148.15 ,$144.45 ,,,,,,,,,
7/17/24,$147.38 ,2863582,$146.99 ,$147.79 ,$146.40 ,,,,,,,,,
7/16/24,$147.33 ,3805311,$144.03 ,$147.57 ,$144.03 ,,,,,,,,,
7/15/24,$144.15 ,4164009,$143.01 ,$145.25 ,$142.75 ,,,,,,,,,
7/12/24,$142.35 ,4801344,$139.00 ,$143.38 ,$138.69 ,,,,,,,,,
7/11/24,$138.24 ,3449990,$135.89 ,$139.05 ,$135.77 ,,,,,,,,,
7/10/24,$135.65 ,2834762,$134.34 ,$135.76 ,$133.81 ,,,,,,,,,
7/9/24,$134.28 ,3118789,$135.26 ,$135.87 ,$133.93 ,,,,,,,,,
7/8/24,$135.53 ,2773687,$136.35 ,$137.32 ,$135.41 ,,,,,,,,,
7/5/24,$136.35 ,3237538,$134.87 ,$136.46 ,$134.44 ,,,,,,,,,
7/3/24,$135.55 ,1539867,$135.74 ,$136.49 ,$135.19 ,,,,,,,,,
7/2/24,$134.91 ,3280478,$135.61 ,$135.96 ,$134.06 ,,,,,,,,,
7/1/24,$135.95 ,2668235,$136.64 ,$138.10 ,$135.56 ,,,,,,,,,
6/28/24,$136.85 ,6609563,$136.18 ,$137.20 ,$135.70 ,,,,,,,,,
6/27/24,$135.83 ,3732537,$137.99 ,$137.99 ,$135.19 ,,,,,,,,,
6/26/24,$138.15 ,6104304,$136.48 ,$138.95 ,$135.10 ,,,,,,,,,
6/25/24,$134.36 ,4893665,$138.04 ,$138.04 ,$134.05 ,,,,,,,,,
6/24/24,$138.60 ,3695903,$137.80 ,$139.64 ,$137.14 ,,,,,,,,,
6/21/24,$136.60 ,9237861,$136.62 ,$138.59 ,$136.29 ,,,,,,,,,
6/20/24,$136.87 ,4165689,$134.02 ,$137.49 ,$133.63 ,,,,,,,,,
6/18/24,$134.20 ,4104086,$136.30 ,$137.24 ,$133.92 ,,,,,,,,,
6/17/24,$135.85 ,4117678,$135.51 ,$136.29 ,$134.68 ,,,,,,,,,
6/14/24,$135.65 ,3800244,$134.11 ,$135.70 ,$132.90 ,,,,,,,,,
6/13/24,$134.89 ,4944207,$136.32 ,$136.32 ,$133.81 ,,,,,,,,,
6/12/24,$136.43 ,3484617,$138.48 ,$138.58 ,$136.21 ,,,,,,,,,
6/11/24,$137.35 ,2659815,$136.76 ,$137.98 ,$136.45 ,,,,,,,,,
6/10/24,$137.68 ,3633585,$136.77 ,$138.06 ,$136.41 ,,,,,,,,,
6/7/24,$137.64 ,3209458,$136.90 ,$139.59 ,$136.38 ,,,,,,,,,
6/6/24,$137.56 ,2852484,$137.01 ,$137.72 ,$135.86 ,,,,,,,,,
6/5/24,$137.57 ,3109042,$136.15 ,$137.69 ,$135.20 ,,,,,,,,,
6/4/24,$135.63 ,3874832,$137.91 ,$138.31 ,$135.50 ,,,,,,,,,
6/3/24,$138.42 ,2728264,$139.64 ,$139.79 ,$137.35 ,,,,,,,,,
5/31/24,$138.93 ,5887429,$137.55 ,$139.07 ,$136.12 ,,,,,,,,,
5/30/24,$136.86 ,4077753,$134.29 ,$136.99 ,$133.58 ,,,,,,,,,
5/29/24,$134.41 ,3996893,$136.32 ,$136.92 ,$134.30 ,,,,,,,,,
5/28/24,$137.58 ,3314722,$138.00 ,$139.22 ,$136.24 ,,,,,,,,,
5/24/24,$138.66 ,2995428,$140.29 ,$140.49 ,$137.93 ,,,,,,,,,
5/23/24,$139.10 ,4437193,$143.01 ,$143.18 ,$139.03 ,,,,,,,,,
5/22/24,$143.77 ,3590547,$144.42 ,$144.90 ,$142.78 ,,,,,,,,,
5/21/24,$145.42 ,2750419,$147.44 ,$147.72 ,$145.12 ,,,,,,,,,
5/20/24,$147.59 ,1812759,$148.32 ,$149.57 ,$147.29 ,,,,,,,,,
5/17/24,$149.24 ,1956712,$149.58 ,$149.71 ,$148.18 ,,,,,,,,,
5/16/24,$149.66 ,2298712,$148.50 ,$150.03 ,$147.38 ,,,,,,,,,
5/15/24,$147.94 ,2696084,$148.46 ,$149.00 ,$147.79 ,,,,,,,,,
5/14/24,$147.94 ,3597286,$151.41 ,$153.42 ,$147.88 ,,,,,,,,,
5/13/24,$150.60 ,4185615,$147.85 ,$150.78 ,$147.85 ,,,,,,,,,
5/10/24,$147.37 ,2504551,$147.01 ,$147.99 ,$146.51 ,,,,,,,,,
5/9/24,$148.06 ,2510562,$148.08 ,$148.39 ,$147.22 ,,,,,,,,,
5/8/24,$147.77 ,2799696,$146.12 ,$147.93 ,$145.92 ,,,,,,,,,
5/7/24,$147.09 ,3403522,$147.37 ,$147.75 ,$146.37 ,,,,,,,,,
5/6/24,$146.67 ,2073763,$147.57 ,$147.81 ,$146.17 ,,,,,,,,,
5/3/24,$146.43 ,2039256,$147.95 ,$148.20 ,$146.42 ,,,,,,,,,
5/2/24,$147.22 ,2039028,$147.48 ,$147.81 ,$146.58 ,,,,,,,,,
5/1/24,$145.92 ,2842906,$147.29 ,$148.14 ,$145.37 ,,,,,,,,,
4/30/24,$147.48 ,2402852,$147.54 ,$148.22 ,$146.66 ,,,,,,,,,
4/29/24,$148.55 ,2654696,$148.26 ,$150.88 ,$147.82 ,,,,,,,,,
4/26/24,$147.59 ,2607558,$146.84 ,$148.72 ,$146.84 ,,,,,,,,,
4/25/24,$147.39 ,3553363,$147.95 ,$148.43 ,$145.28 ,,,,,,,,,
4/24/24,$146.62 ,5284711,$147.93 ,$147.96 ,$143.78 ,,,,,,,,,
4/23/24,$148.87 ,6371056,$146.00 ,$149.74 ,$145.25 ,,,,,,,,,
4/22/24,$145.36 ,4578511,$143.21 ,$146.07 ,$142.56 ,,,,,,,,,
4/19/24,$142.77 ,5118505,$143.15 ,$144.12 ,$142.55 ,,,,,,,,,
4/18/24,$142.74 ,3430749,$143.08 ,$143.31 ,$141.88 ,,,,,,,,,
4/17/24,$142.25 ,4165654,$142.50 ,$143.42 ,$141.35 ,,,,,,,,,
4/16/24,$142.89 ,4197107,$144.54 ,$144.71 ,$142.71 ,,,,,,,,,
4/15/24,$144.85 ,3271248,$145.87 ,$146.54 ,$143.43 ,,,,,,,,,
4/12/24,$144.91 ,4123853,$148.05 ,$148.30 ,$144.35 ,,,,,,,,,
4/11/24,$149.01 ,2232464,$147.44 ,$149.22 ,$147.10 ,,,,,,,,,
4/10/24,$147.26 ,4024388,$148.23 ,$148.50 ,$146.10 ,,,,,,,,,
4/9/24,$150.57 ,2664338,$149.53 ,$151.17 ,$149.25 ,,,,,,,,,
4/8/24,$150.11 ,3196400,$151.88 ,$152.23 ,$150.01 ,,,,,,,,,
4/5/24,$151.36 ,3374041,$149.69 ,$151.71 ,$148.18 ,,,,,,,,,
4/4/24,$150.00 ,3689090,$153.30 ,$154.29 ,$149.53 ,,,,,,,,,
4/3/24,$152.27 ,4314189,$150.79 ,$152.36 ,$149.20 ,,,,,,,,,
4/2/24,$149.15 ,4935004,$147.66 ,$151.00 ,$147.43 ,,,,,,,,,
4/1/24,$147.62 ,5421924,$149.14 ,$149.97 ,$146.32 ,,,,,,,,,
3/28/24,$148.63 ,5197043,$147.27 ,$149.05 ,$146.64 ,,,,,,,,,
3/27/24,$147.33 ,7078751,$144.39 ,$147.59 ,$144.03 ,,,,,,,,,
3/26/24,$143.79 ,18208810,$157.35 ,$157.99 ,$143.03 ,,,,,,,,,
3/25/24,$156.57 ,3807669,$155.45 ,$157.30 ,$155.02 ,,,,,,,,,
3/22/24,$156.27 ,3939557,$158.64 ,$158.95 ,$156.03 ,,,,,,,,,
3/21/24,$155.32 ,4036405,$155.16 ,$156.08 ,$154.30 ,,,,,,,,,
3/20/24,$154.76 ,2862290,$152.50 ,$154.82 ,$152.01 ,,,,,,,,,
3/19/24,$153.20 ,4210103,$150.91 ,$153.65 ,$150.21 ,,,,,,,,,
3/18/24,$151.69 ,5181842,$154.08 ,$154.34 ,$151.49 ,,,,,,,,,
3/15/24,$153.37 ,8821704,$153.43 ,$154.71 ,$152.93 ,,,,,,,,,
3/14/24,$153.89 ,4101644,$154.50 ,$154.72 ,$152.65 ,,,,,,,,,
3/13/24,$154.76 ,4244771,$157.75 ,$158.91 ,$154.55 ,,,,,,,,,
3/12/24,$157.38 ,3879659,$154.79 ,$157.66 ,$154.36 ,,,,,,,,,
3/11/24,$154.75 ,3265960,$153.89 ,$155.23 ,$153.54 ,,,,,,,,,
3/8/24,$153.96 ,3449102,$153.93 ,$155.20 ,$152.87 ,,,,,,,,,
3/7/24,$153.41 ,3514810,$153.23 ,$154.87 ,$152.47 ,,,,,,,,,
3/6/24,$152.55 ,3471243,$151.00 ,$153.05 ,$150.37 ,,,,,,,,,
3/5/24,$149.66 ,3614445,$150.08 ,$151.56 ,$149.00 ,,,,,,,,,
3/4/24,$150.61 ,4562398,$149.08 ,$152.24 ,$148.65 ,,,,,,,,,
3/1/24,$148.06 ,2936220,$148.01 ,$148.60 ,$146.84 ,,,,,,,,,
2/29/24,$148.26 ,3338814,$148.84 ,$149.55 ,$147.75 ,,,,,,,,,
2/28/24,$147.77 ,2258727,$147.43 ,$148.37 ,$147.06 ,,,,,,,,,
2/27/24,$148.27 ,2382258,$147.50 ,$148.82 ,$147.37 ,,,,,,,,,
2/26/24,$147.50 ,3052889,$148.08 ,$148.26 ,$146.56 ,,,,,,,,,
2/23/24,$148.63 ,2414397,$149.95 ,$150.41 ,$148.55 ,,,,,,,,,
2/22/24,$149.73 ,3027531,$147.80 ,$149.88 ,$147.19 ,,,,,,,,,
2/21/24,$148.27 ,3017124,$148.80 ,$149.43 ,$147.03 ,,,,,,,,,
2/20/24,$148.64 ,4255142,$147.88 ,$149.77 ,$147.03 ,,,,,,,,,
2/16/24,$148.41 ,5442411,$145.66 ,$148.99 ,$144.94 ,,,,,,,,,
2/15/24,$146.98 ,3855407,$145.27 ,$147.49 ,$144.17 ,,,,,,,,,
2/14/24,$144.22 ,3831417,$145.20 ,$145.89 ,$143.47 ,,,,,,,,,
2/13/24,$144.90 ,3705965,$146.01 ,$146.70 ,$143.30 ,,,,,,,,,
2/12/24,$147.45 ,3253654,$146.50 ,$147.95 ,$146.35 ,,,,,,,,,
2/9/24,$146.26 ,2825926,$147.70 ,$147.83 ,$145.91 ,,,,,,,,,
2/8/24,$147.92 ,3316375,$146.80 ,$148.08 ,$145.86 ,,,,,,,,,
2/7/24,$147.24 ,3985185,$146.08 ,$147.79 ,$145.09 ,,,,,,,,,
2/6/24,$145.92 ,7567385,$141.71 ,$146.43 ,$141.35 ,,,,,,,,,
2/5/24,$139.08 ,4536680,$141.26 ,$141.26 ,$138.90 ,,,,,,,,,
2/2/24,$141.85 ,4343019,$141.88 ,$142.39 ,$139.55 ,,,,,,,,,
2/1/24,$142.41 ,6774935,$142.00 ,$142.70 ,$139.60 ,,,,,,,,,
1/31/24,$141.90 ,10906800,$144.81 ,$145.59 ,$141.90 ,,,,,,,,,
