Date,Close/Last,Volume,Open,High,Low,,,,,,,,,
2/13/25,$155.88 ,7836362,$154.78 ,$156.42 ,$153.32 ,,,,,,,,,
2/12/25,$154.90 ,6693461,$156.75 ,$157.47 ,$154.57 ,,,,,,,,,
2/11/25,$157.44 ,6011842,$156.35 ,$158.71 ,$156.12 ,,,,,,,,,
2/10/25,$155.77 ,5653770,$154.29 ,$155.80 ,$154.06 ,,,,,,,,,
2/7/25,$152.62 ,4724947,$152.48 ,$153.81 ,$151.92 ,,,,,,,,,
2/6/25,$151.90 ,6420525,$154.22 ,$155.26 ,$151.06 ,,,,,,,,,
2/5/25,$152.99 ,6533680,$152.99 ,$153.80 ,$152.29 ,,,,,,,,,
2/4/25,$153.22 ,8458070,$148.72 ,$153.39 ,$148.72 ,,,,,,,,,
2/3/25,$149.34 ,7604961,$149.00 ,$150.86 ,$147.80 ,,,,,,,,,
1/31/25,$149.19 ,16731590,$153.76 ,$154.37 ,$148.65 ,,,,,,,,,
1/30/25,$156.32 ,6931918,$156.56 ,$157.45 ,$155.52 ,,,,,,,,,
1/29/25,$155.69 ,5630563,$155.72 ,$156.58 ,$154.81 ,,,,,,,,,
1/28/25,$156.21 ,6425353,$157.71 ,$158.92 ,$155.18 ,,,,,,,,,
1/27/25,$157.23 ,7140991,$156.33 ,$157.89 ,$155.52 ,,,,,,,,,
1/24/25,$155.65 ,8003778,$156.46 ,$157.47 ,$155.27 ,,,,,,,,,
1/23/25,$156.01 ,5979808,$157.63 ,$157.94 ,$155.62 ,,,,,,,,,
1/22/25,$156.41 ,7232227,$157.68 ,$158.44 ,$156.27 ,,,,,,,,,
1/21/25,$158.24 ,10131370,$161.15 ,$161.40 ,$157.49 ,,,,,,,,,
1/17/25,$161.47 ,9260428,$159.13 ,$161.77 ,$158.80 ,,,,,,,,,
1/16/25,$159.38 ,5578902,$158.03 ,$159.90 ,$158.03 ,,,,,,,,,
1/15/25,$158.33 ,7899997,$156.88 ,$158.69 ,$156.38 ,,,,,,,,,
1/14/25,$156.90 ,6830219,$155.21 ,$156.91 ,$154.46 ,,,,,,,,,
1/13/25,$155.35 ,11774070,$154.10 ,$157.35 ,$154.00 ,,,,,,,,,
1/10/25,$153.14 ,11074720,$153.41 ,$154.34 ,$150.87 ,,,,,,,,,
1/8/25,$150.30 ,7640885,$148.04 ,$151.18 ,$148.03 ,,,,,,,,,
1/7/25,$149.59 ,7735997,$148.51 ,$150.50 ,$147.63 ,,,,,,,,,
1/6/25,$147.26 ,5888731,$148.40 ,$150.33 ,$146.87 ,,,,,,,,,
1/3/25,$147.85 ,5813935,$147.54 ,$148.50 ,$147.30 ,,,,,,,,,
1/2/25,$146.71 ,7170257,$145.48 ,$148.07 ,$145.48 ,,,,,,,,,
12/31/24,$144.84 ,6137843,$143.52 ,$145.34 ,$143.32 ,,,,,,,,,
12/30/24,$143.07 ,6194835,$143.79 ,$143.98 ,$142.35 ,,,,,,,,,
12/27/24,$144.00 ,5296875,$144.29 ,$145.71 ,$143.39 ,,,,,,,,,
12/26/24,$143.98 ,4494424,$143.67 ,$144.31 ,$142.90 ,,,,,,,,,
12/24/24,$143.84 ,3556081,$143.10 ,$144.05 ,$142.26 ,,,,,,,,,
12/23/24,$142.97 ,8156466,$142.48 ,$143.35 ,$141.54 ,,,,,,,,,
12/20/24,$142.85 ,32209200,$140.83 ,$142.85 ,$140.55 ,,,,,,,,,
12/19/24,$141.15 ,16544330,$144.57 ,$144.76 ,$140.95 ,,,,,,,,,
12/18/24,$144.08 ,10174490,$147.76 ,$148.67 ,$143.98 ,,,,,,,,,
12/17/24,$148.11 ,11909330,$148.00 ,$148.65 ,$146.91 ,,,,,,,,,
12/16/24,$149.36 ,11961220,$153.89 ,$153.89 ,$149.25 ,,,,,,,,,
12/13/24,$153.87 ,5816180,$154.87 ,$154.96 ,$153.07 ,,,,,,,,,
12/12/24,$154.71 ,7621522,$155.87 ,$156.53 ,$154.27 ,,,,,,,,,
12/11/24,$156.21 ,13764740,$156.86 ,$157.17 ,$155.80 ,,,,,,,,,
12/10/24,$157.00 ,9126158,$159.06 ,$159.52 ,$156.70 ,,,,,,,,,
12/9/24,$157.08 ,9404473,$157.00 ,$160.08 ,$156.82 ,,,,,,,,,
12/6/24,$155.24 ,9701694,$158.75 ,$158.83 ,$155.17 ,,,,,,,,,
12/5/24,$159.33 ,6358358,$159.29 ,$160.67 ,$158.69 ,,,,,,,,,
12/4/24,$158.32 ,7862728,$161.83 ,$161.84 ,$157.86 ,,,,,,,,,
12/3/24,$161.92 ,5900066,$162.98 ,$163.20 ,$161.39 ,,,,,,,,,
12/2/24,$162.21 ,6229596,$162.29 ,$162.95 ,$160.11 ,,,,,,,,,
11/29/24,$161.93 ,5076953,$162.25 ,$162.75 ,$160.66 ,,,,,,,,,
11/27/24,$162.11 ,7674474,$162.76 ,$164.68 ,$161.61 ,,,,,,,,,
11/26/24,$162.53 ,7369944,$162.31 ,$162.94 ,$161.40 ,,,,,,,,,
11/25/24,$160.36 ,10702400,$162.15 ,$163.17 ,$159.83 ,,,,,,,,,
11/22/24,$162.36 ,7006293,$161.51 ,$162.61 ,$161.15 ,,,,,,,,,
11/21/24,$161.63 ,7945531,$162.02 ,$162.65 ,$161.29 ,,,,,,,,,
11/20/24,$161.33 ,6391252,$159.91 ,$161.44 ,$159.78 ,,,,,,,,,
11/19/24,$159.60 ,4657409,$159.98 ,$160.43 ,$158.75 ,,,,,,,,,
11/18/24,$160.76 ,6092141,$160.56 ,$161.52 ,$159.07 ,,,,,,,,,
11/15/24,$161.42 ,9022753,$161.52 ,$162.38 ,$160.76 ,,,,,,,,,
11/14/24,$161.80 ,10111230,$159.84 ,$161.83 ,$159.68 ,,,,,,,,,
11/13/24,$158.72 ,8824013,$156.07 ,$159.02 ,$154.53 ,,,,,,,,,
11/12/24,$155.29 ,5681869,$157.30 ,$157.47 ,$155.12 ,,,,,,,,,
11/11/24,$156.50 ,7771691,$157.14 ,$157.94 ,$155.90 ,,,,,,,,,
11/8/24,$156.93 ,6041457,$156.60 ,$157.58 ,$155.67 ,,,,,,,,,
11/7/24,$156.77 ,8143245,$157.94 ,$158.01 ,$156.40 ,,,,,,,,,
11/6/24,$157.72 ,12118910,$157.10 ,$158.61 ,$156.12 ,,,,,,,,,
11/5/24,$153.41 ,5978897,$154.53 ,$154.67 ,$152.55 ,,,,,,,,,
11/4/24,$153.97 ,6129961,$154.42 ,$154.42 ,$152.62 ,,,,,,,,,
11/1/24,$153.07 ,11727980,$152.48 ,$155.93 ,$151.70 ,,,,,,,,,
10/31/24,$148.82 ,8400855,$148.76 ,$149.57 ,$147.89 ,,,,,,,,,
10/30/24,$148.05 ,5784011,$149.08 ,$149.65 ,$147.66 ,,,,,,,,,
10/29/24,$148.52 ,6014676,$150.04 ,$150.42 ,$147.87 ,,,,,,,,,
10/28/24,$150.54 ,8892039,$148.25 ,$150.70 ,$148.16 ,,,,,,,,,
10/25/24,$150.81 ,6839894,$151.39 ,$152.12 ,$150.46 ,,,,,,,,,
10/24/24,$150.45 ,5474258,$151.13 ,$151.45 ,$149.38 ,,,,,,,,,
10/23/24,$150.48 ,5248853,$150.36 ,$151.00 ,$149.29 ,,,,,,,,,
10/22/24,$150.92 ,4416409,$151.25 ,$151.68 ,$150.22 ,,,,,,,,,
10/21/24,$150.88 ,5073999,$152.00 ,$152.48 ,$150.49 ,,,,,,,,,
10/18/24,$150.75 ,5208202,$150.82 ,$151.08 ,$149.38 ,,,,,,,,,
10/17/24,$151.20 ,6593136,$149.26 ,$151.33 ,$148.97 ,,,,,,,,,
10/16/24,$148.73 ,4303737,$148.35 ,$149.03 ,$148.21 ,,,,,,,,,
10/15/24,$147.73 ,6704610,$148.80 ,$149.96 ,$147.56 ,,,,,,,,,
10/14/24,$151.78 ,4214721,$150.52 ,$151.90 ,$150.18 ,,,,,,,,,
10/11/24,$151.42 ,5051314,$150.38 ,$152.33 ,$150.25 ,,,,,,,,,
10/10/24,$150.62 ,4420891,$150.68 ,$151.55 ,$149.85 ,,,,,,,,,
10/9/24,$149.65 ,4973453,$147.51 ,$150.37 ,$147.36 ,,,,,,,,,
10/8/24,$148.75 ,5892739,$149.20 ,$149.60 ,$147.73 ,,,,,,,,,
10/7/24,$151.12 ,5895852,$151.50 ,$152.75 ,$150.69 ,,,,,,,,,
10/4/24,$150.74 ,7895285,$152.48 ,$152.50 ,$150.14 ,,,,,,,,,
10/3/24,$151.25 ,6553282,$151.31 ,$152.17 ,$150.02 ,,,,,,,,,
10/2/24,$150.95 ,8105420,$151.68 ,$152.28 ,$149.26 ,,,,,,,,,
10/1/24,$149.70 ,9489121,$146.35 ,$150.52 ,$145.45 ,,,,,,,,,
9/30/24,$147.27 ,7494608,$145.37 ,$147.48 ,$144.28 ,,,,,,,,,
9/27/24,$145.49 ,8049155,$142.98 ,$145.77 ,$142.84 ,,,,,,,,,
9/26/24,$141.99 ,8046171,$140.90 ,$143.22 ,$140.63 ,,,,,,,,,
9/25/24,$143.97 ,7888444,$146.95 ,$147.41 ,$143.50 ,,,,,,,,,
9/24/24,$147.45 ,6014208,$148.88 ,$149.10 ,$146.91 ,,,,,,,,,
9/23/24,$147.54 ,6960639,$146.25 ,$148.42 ,$145.95 ,,,,,,,,,
9/20/24,$145.68 ,23162860,$145.23 ,$145.91 ,$143.44 ,,,,,,,,,
9/19/24,$144.99 ,7247416,$145.81 ,$146.78 ,$144.93 ,,,,,,,,,
9/18/24,$143.96 ,6180252,$143.32 ,$145.60 ,$143.19 ,,,,,,,,,
9/17/24,$143.41 ,7338782,$141.80 ,$144.14 ,$141.74 ,,,,,,,,,
9/16/24,$142.09 ,6864275,$141.69 ,$143.17 ,$141.07 ,,,,,,,,,
9/13/24,$140.61 ,5900747,$139.87 ,$141.53 ,$139.71 ,,,,,,,,,
9/12/24,$139.21 ,6593436,$138.23 ,$139.47 ,$137.42 ,,,,,,,,,
9/11/24,$137.88 ,9534010,$138.21 ,$138.48 ,$135.37 ,,,,,,,,,
9/10/24,$138.23 ,8202480,$140.90 ,$141.08 ,$137.09 ,,,,,,,,,
9/9/24,$140.30 ,9892347,$138.64 ,$142.02 ,$138.54 ,,,,,,,,,
9/6/24,$138.56 ,7836358,$141.07 ,$142.11 ,$137.87 ,,,,,,,,,
9/5/24,$140.93 ,9371051,$143.17 ,$143.17 ,$140.60 ,,,,,,,,,
9/4/24,$142.07 ,9820730,$144.64 ,$145.53 ,$141.67 ,,,,,,,,,
9/3/24,$144.66 ,7944740,$145.55 ,$145.77 ,$144.28 ,,,,,,,,,
8/30/24,$147.95 ,6414755,$146.22 ,$148.08 ,$145.70 ,,,,,,,,,
8/29/24,$147.42 ,4466696,$146.46 ,$148.18 ,$145.44 ,,,,,,,,,
8/28/24,$146.00 ,5614416,$146.44 ,$147.14 ,$145.48 ,,,,,,,,,
8/27/24,$146.95 ,5099956,$148.67 ,$149.55 ,$146.74 ,,,,,,,,,
8/26/24,$148.50 ,5780289,$148.97 ,$150.09 ,$147.55 ,,,,,,,,,
8/23/24,$147.62 ,4824078,$146.53 ,$148.09 ,$146.32 ,,,,,,,,,
8/22/24,$145.73 ,4026998,$145.35 ,$146.33 ,$145.13 ,,,,,,,,,
8/21/24,$145.32 ,5984993,$145.43 ,$146.64 ,$144.55 ,,,,,,,,,
8/20/24,$144.69 ,7497606,$146.33 ,$146.51 ,$144.56 ,,,,,,,,,
8/19/24,$146.83 ,5967406,$146.01 ,$147.73 ,$145.89 ,,,,,,,,,
8/16/24,$147.27 ,6874416,$146.05 ,$147.62 ,$145.64 ,,,,,,,,,
8/15/24,$146.80 ,6304232,$145.59 ,$147.52 ,$145.48 ,,,,,,,,,
8/14/24,$144.67 ,5874216,$144.39 ,$145.24 ,$143.43 ,,,,,,,,,
8/13/24,$144.15 ,7794816,$144.08 ,$144.55 ,$143.05 ,,,,,,,,,
8/12/24,$145.02 ,8442174,$145.84 ,$146.74 ,$139.69 ,,,,,,,,,
8/9/24,$144.99 ,7653053,$144.21 ,$146.11 ,$143.19 ,,,,,,,,,
8/8/24,$144.49 ,7531112,$143.08 ,$144.82 ,$142.71 ,,,,,,,,,
8/7/24,$142.41 ,8867862,$144.58 ,$145.73 ,$142.28 ,,,,,,,,,
8/6/24,$143.23 ,9692659,$144.49 ,$145.09 ,$143.12 ,,,,,,,,,
8/5/24,$144.66 ,13037190,$145.52 ,$145.77 ,$143.41 ,,,,,,,,,
8/2/24,$148.55 ,13278620,$151.13 ,$152.04 ,$147.02 ,,,,,,,,,
8/1/24,$152.62 ,16689950,$158.71 ,$159.50 ,$152.03 ,,,,,,,,,
7/31/24,$160.47 ,6209200,$161.69 ,$161.69 ,$160.05 ,,,,,,,,,
7/30/24,$159.57 ,5740861,$156.46 ,$160.09 ,$156.44 ,,,,,,,,,
7/29/24,$156.60 ,5071988,$158.25 ,$158.25 ,$154.86 ,,,,,,,,,
7/26/24,$157.84 ,5232519,$157.73 ,$159.04 ,$157.06 ,,,,,,,,,
7/25/24,$157.54 ,5432141,$155.37 ,$158.26 ,$154.62 ,,,,,,,,,
7/24/24,$155.07 ,5971731,$154.69 ,$155.70 ,$153.42 ,,,,,,,,,
7/23/24,$154.09 ,6238721,$156.35 ,$156.60 ,$153.84 ,,,,,,,,,
7/22/24,$156.99 ,5577286,$158.22 ,$158.98 ,$156.86 ,,,,,,,,,
7/19/24,$159.15 ,6427723,$162.48 ,$162.70 ,$158.41 ,,,,,,,,,
7/18/24,$161.97 ,6577674,$161.23 ,$164.28 ,$160.24 ,,,,,,,,,
7/17/24,$161.23 ,7296622,$158.50 ,$161.48 ,$158.29 ,,,,,,,,,
7/16/24,$157.77 ,6924187,$157.01 ,$158.31 ,$156.15 ,,,,,,,,,
7/15/24,$158.04 ,5661170,$156.95 ,$159.52 ,$156.37 ,,,,,,,,,
7/12/24,$155.59 ,6446316,$156.16 ,$156.44 ,$154.56 ,,,,,,,,,
7/11/24,$155.26 ,8323125,$155.00 ,$156.68 ,$154.22 ,,,,,,,,,
7/10/24,$155.13 ,5416594,$152.50 ,$155.44 ,$152.30 ,,,,,,,,,
7/9/24,$152.98 ,5303129,$153.00 ,$154.76 ,$152.35 ,,,,,,,,,
7/8/24,$154.33 ,4990726,$153.32 ,$155.28 ,$153.32 ,,,,,,,,,
7/5/24,$154.31 ,6183056,$156.55 ,$156.55 ,$153.68 ,,,,,,,,,
7/3/24,$156.71 ,3264196,$156.94 ,$157.74 ,$156.56 ,,,,,,,,,
7/2/24,$156.75 ,7216801,$157.68 ,$157.72 ,$155.45 ,,,,,,,,,
7/1/24,$156.52 ,5584116,$157.16 ,$158.70 ,$155.98 ,,,,,,,,,
6/28/24,$156.42 ,11283390,$157.52 ,$158.58 ,$156.17 ,,,,,,,,,
6/27/24,$156.32 ,5568733,$156.70 ,$156.94 ,$155.64 ,,,,,,,,,
6/26/24,$155.95 ,8637756,$158.46 ,$158.46 ,$155.79 ,,,,,,,,,
6/25/24,$158.46 ,6056711,$159.12 ,$159.36 ,$157.67 ,,,,,,,,,
6/24/24,$159.31 ,7971620,$156.27 ,$159.54 ,$156.19 ,,,,,,,,,
6/21/24,$155.28 ,21292090,$156.80 ,$157.67 ,$155.22 ,,,,,,,,,
6/20/24,$156.64 ,8336031,$153.71 ,$157.41 ,$153.25 ,,,,,,,,,
6/18/24,$153.33 ,6942882,$153.55 ,$155.95 ,$152.84 ,,,,,,,,,
6/17/24,$153.19 ,6321386,$152.50 ,$153.93 ,$151.93 ,,,,,,,,,
6/14/24,$152.57 ,6159138,$153.13 ,$153.30 ,$151.97 ,,,,,,,,,
6/13/24,$152.84 ,6163015,$153.77 ,$154.09 ,$152.23 ,,,,,,,,,
6/12/24,$154.22 ,10017420,$157.49 ,$157.63 ,$152.40 ,,,,,,,,,
6/11/24,$156.49 ,5132009,$156.17 ,$156.75 ,$154.48 ,,,,,,,,,
6/10/24,$156.74 ,7075943,$156.41 ,$158.20 ,$156.32 ,,,,,,,,,
6/7/24,$156.08 ,5887651,$155.71 ,$157.69 ,$155.13 ,,,,,,,,,
6/6/24,$155.93 ,5215140,$154.50 ,$156.02 ,$153.39 ,,,,,,,,,
6/5/24,$154.98 ,7058506,$156.16 ,$157.02 ,$154.53 ,,,,,,,,,
6/4/24,$156.13 ,6360542,$155.72 ,$156.35 ,$154.11 ,,,,,,,,,
6/3/24,$157.46 ,9009935,$161.49 ,$161.68 ,$156.46 ,,,,,,,,,
5/31/24,$162.30 ,10334230,$158.63 ,$162.58 ,$158.51 ,,,,,,,,,
5/30/24,$158.26 ,6371243,$156.85 ,$158.46 ,$156.81 ,,,,,,,,,
5/29/24,$156.90 ,5909632,$158.02 ,$158.49 ,$156.44 ,,,,,,,,,
5/28/24,$159.04 ,6928298,$158.12 ,$159.42 ,$157.95 ,,,,,,,,,
5/24/24,$157.75 ,4477720,$158.08 ,$158.97 ,$157.30 ,,,,,,,,,
5/23/24,$156.94 ,6718378,$157.92 ,$158.60 ,$156.33 ,,,,,,,,,
5/22/24,$157.57 ,6260509,$159.52 ,$159.52 ,$156.52 ,,,,,,,,,
5/21/24,$159.97 ,4783287,$160.58 ,$161.46 ,$159.74 ,,,,,,,,,
5/20/24,$161.14 ,4913820,$162.72 ,$163.00 ,$161.08 ,,,,,,,,,
5/17/24,$162.67 ,5497919,$161.75 ,$162.97 ,$161.19 ,,,,,,,,,
5/16/24,$161.09 ,6409418,$161.53 ,$162.00 ,$160.48 ,,,,,,,,,
5/15/24,$163.05 ,7603063,$163.13 ,$163.80 ,$160.17 ,,,,,,,,,
5/14/24,$163.61 ,4923968,$164.34 ,$165.20 ,$163.02 ,,,,,,,,,
5/13/24,$164.53 ,6848303,$166.48 ,$166.91 ,$162.98 ,,,,,,,,,
5/10/24,$165.82 ,5490944,$166.04 ,$166.42 ,$165.02 ,,,,,,,,,
5/9/24,$165.45 ,6683313,$163.02 ,$165.51 ,$162.73 ,,,,,,,,,
5/8/24,$162.54 ,6706361,$161.95 ,$163.08 ,$161.54 ,,,,,,,,,
5/7/24,$162.67 ,6869948,$162.31 ,$163.15 ,$162.02 ,,,,,,,,,
5/6/24,$162.30 ,8430277,$160.73 ,$164.02 ,$160.73 ,,,,,,,,,
5/3/24,$160.25 ,11664510,$160.66 ,$160.66 ,$157.04 ,,,,,,,,,
5/2/24,$160.73 ,8597124,$160.41 ,$161.78 ,$159.89 ,,,,,,,,,
5/1/24,$159.63 ,7714962,$160.78 ,$161.45 ,$158.90 ,,,,,,,,,
4/30/24,$161.27 ,8457341,$165.97 ,$166.12 ,$160.95 ,,,,,,,,,
4/29/24,$166.33 ,6366752,$165.91 ,$167.11 ,$164.69 ,,,,,,,,,
4/26/24,$165.89 ,9736350,$165.23 ,$166.98 ,$163.30 ,,,,,,,,,
4/25/24,$165.28 ,9702581,$163.70 ,$165.60 ,$162.67 ,,,,,,,,,
4/24/24,$163.57 ,7610335,$161.88 ,$163.84 ,$161.45 ,,,,,,,,,
4/23/24,$162.85 ,5597617,$161.31 ,$162.85 ,$160.60 ,,,,,,,,,
4/22/24,$161.92 ,6779221,$159.95 ,$162.70 ,$158.44 ,,,,,,,,,
4/19/24,$160.00 ,7734654,$158.75 ,$160.75 ,$158.15 ,,,,,,,,,
4/18/24,$157.57 ,4979193,$157.14 ,$158.04 ,$156.39 ,,,,,,,,,
4/17/24,$156.40 ,6733879,$155.99 ,$157.71 ,$155.64 ,,,,,,,,,
4/16/24,$156.28 ,5541895,$157.30 ,$157.81 ,$155.42 ,,,,,,,,,
4/15/24,$157.59 ,7236857,$159.94 ,$160.49 ,$157.36 ,,,,,,,,,
4/12/24,$158.96 ,11071050,$162.29 ,$163.87 ,$158.05 ,,,,,,,,,
4/11/24,$161.89 ,7682512,$163.62 ,$163.62 ,$159.80 ,,,,,,,,,
4/10/24,$162.67 ,7525837,$162.21 ,$162.77 ,$161.01 ,,,,,,,,,
4/9/24,$162.00 ,6577437,$161.85 ,$162.53 ,$160.46 ,,,,,,,,,
4/8/24,$161.27 ,7253196,$161.65 ,$162.50 ,$160.33 ,,,,,,,,,
4/5/24,$161.60 ,7432807,$161.33 ,$162.17 ,$159.86 ,,,,,,,,,
4/4/24,$160.69 ,9269716,$160.80 ,$161.95 ,$159.82 ,,,,,,,,,
4/3/24,$160.44 ,7819734,$160.10 ,$160.95 ,$159.72 ,,,,,,,,,
4/2/24,$159.78 ,8815351,$160.05 ,$161.22 ,$159.02 ,,,,,,,,,
4/1/24,$159.08 ,6285717,$158.27 ,$159.59 ,$156.94 ,,,,,,,,,
3/28/24,$157.74 ,8331627,$157.15 ,$158.19 ,$156.37 ,,,,,,,,,
3/27/24,$156.35 ,7416870,$154.87 ,$156.44 ,$154.85 ,,,,,,,,,
3/26/24,$155.27 ,6677938,$156.52 ,$156.86 ,$154.65 ,,,,,,,,,
3/25/24,$156.47 ,6058745,$155.48 ,$157.31 ,$155.27 ,,,,,,,,,
3/22/24,$154.66 ,5974745,$155.08 ,$155.28 ,$154.16 ,,,,,,,,,
3/21/24,$154.86 ,7899084,$154.95 ,$155.69 ,$154.41 ,,,,,,,,,
3/20/24,$154.55 ,8449145,$155.76 ,$156.43 ,$154.23 ,,,,,,,,,
3/19/24,$156.62 ,7736723,$155.30 ,$156.84 ,$155.01 ,,,,,,,,,
3/18/24,$155.41 ,7242711,$156.03 ,$156.67 ,$154.94 ,,,,,,,,,
3/15/24,$155.55 ,20387160,$155.19 ,$157.04 ,$154.42 ,,,,,,,,,
3/14/24,$155.70 ,9047206,$153.77 ,$155.73 ,$152.76 ,,,,,,,,,
3/13/24,$153.89 ,8065649,$153.24 ,$154.88 ,$153.15 ,,,,,,,,,
3/12/24,$151.89 ,6432930,$151.83 ,$152.57 ,$150.79 ,,,,,,,,,
3/11/24,$152.00 ,7577064,$150.50 ,$152.08 ,$149.59 ,,,,,,,,,
3/8/24,$149.88 ,7528378,$149.37 ,$149.99 ,$148.39 ,,,,,,,,,
3/7/24,$149.37 ,8739348,$148.50 ,$150.75 ,$148.45 ,,,,,,,,,
3/6/24,$148.33 ,14692140,$150.83 ,$152.41 ,$148.14 ,,,,,,,,,
3/5/24,$149.59 ,6985516,$148.83 ,$150.62 ,$148.30 ,,,,,,,,,
3/4/24,$148.88 ,12503150,$152.50 ,$152.59 ,$147.67 ,,,,,,,,,
3/1/24,$152.81 ,7459056,$153.05 ,$154.35 ,$152.25 ,,,,,,,,,
2/29/24,$152.01 ,9334432,$152.91 ,$153.24 ,$151.48 ,,,,,,,,,
2/28/24,$152.34 ,6715861,$152.36 ,$153.86 ,$151.78 ,,,,,,,,,
2/27/24,$152.16 ,15093760,$153.20 ,$153.88 ,$149.90 ,,,,,,,,,
2/26/24,$154.45 ,6900801,$154.54 ,$155.55 ,$153.83 ,,,,,,,,,
2/23/24,$154.66 ,6561628,$154.87 ,$154.92 ,$153.25 ,,,,,,,,,
2/22/24,$155.43 ,8874924,$154.82 ,$156.63 ,$153.83 ,,,,,,,,,
2/21/24,$155.44 ,6630084,$154.57 ,$155.57 ,$154.10 ,,,,,,,,,
2/20/24,$154.00 ,6977945,$155.47 ,$155.61 ,$153.83 ,,,,,,,,,
2/16/24,$154.63 ,7570220,$155.37 ,$155.77 ,$154.09 ,,,,,,,,,
2/15/24,$154.46 ,8950304,$149.91 ,$155.09 ,$149.67 ,,,,,,,,,
2/14/24,$151.01 ,5995064,$151.28 ,$152.20 ,$150.08 ,,,,,,,,,
2/13/24,$150.60 ,6987058,$152.62 ,$153.07 ,$149.61 ,,,,,,,,,
2/12/24,$152.08 ,6713003,$151.62 ,$152.61 ,$151.39 ,,,,,,,,,
2/9/24,$151.04 ,9194458,$154.42 ,$155.32 ,$150.98 ,,,,,,,,,
2/8/24,$154.06 ,9236968,$151.95 ,$154.30 ,$151.65 ,,,,,,,,,
2/7/24,$152.13 ,6252041,$153.02 ,$153.78 ,$151.17 ,,,,,,,,,
2/6/24,$152.35 ,6198841,$152.50 ,$153.54 ,$151.81 ,,,,,,,,,
2/5/24,$152.33 ,8277776,$151.62 ,$153.51 ,$150.79 ,,,,,,,,,
2/2/24,$152.24 ,12839060,$150.86 ,$153.38 ,$149.55 ,,,,,,,,,
2/1/24,$147.89 ,8138669,$148.19 ,$149.02 ,$146.52 ,,,,,,,,,
1/31/24,$147.43 ,10427970,$150.37 ,$150.38 ,$147.34 ,,,,,,,,,
1/30/24,$150.12 ,9902881,$148.18 ,$150.31 ,$147.71 ,,,,,,,,,
1/29/24,$149.08 ,10494820,$149.09 ,$149.22 ,$147.11 ,,,,,,,,,
1/26/24,$149.14 ,9151896,$148.03 ,$149.26 ,$146.98 ,,,,,,,,,
1/25/24,$148.57 ,9773620,$146.22 ,$148.69 ,$145.23 ,,,,,,,,,
1/24/24,$144.92 ,8100014,$142.70 ,$144.98 ,$142.22 ,,,,,,,,,
1/23/24,$142.09 ,6767179,$141.99 ,$143.33 ,$141.90 ,,,,,,,,,
1/22/24,$142.49 ,9184626,$141.91 ,$142.66 ,$140.92 ,,,,,,,,,
1/19/24,$142.24 ,11192460,$141.73 ,$142.25 ,$141.01 ,,,,,,,,,
1/18/24,$141.82 ,11187840,$143.00 ,$143.19 ,$139.62 ,,,,,,,,,
1/17/24,$143.12 ,8167002,$142.42 ,$144.02 ,$142.04 ,,,,,,,,,
1/16/24,$143.69 ,9380352,$146.52 ,$146.58 ,$143.58 ,,,,,,,,,
1/12/24,$147.27 ,9386923,$147.83 ,$148.50 ,$146.17 ,,,,,,,,,
1/11/24,$145.28 ,8612493,$145.56 ,$146.17 ,$144.62 ,,,,,,,,,
1/10/24,$144.50 ,8490407,$146.02 ,$146.02 ,$144.11 ,,,,,,,,,
1/9/24,$145.70 ,11784670,$149.95 ,$149.95 ,$145.59 ,,,,,,,,,
1/8/24,$149.50 ,10038190,$148.42 ,$149.70 ,$146.58 ,,,,,,,,,
1/5/24,$150.40 ,7455430,$151.98 ,$152.03 ,$149.83 ,,,,,,,,,
1/4/24,$150.66 ,8220280,$153.66 ,$154.35 ,$150.59 ,,,,,,,,,
1/3/24,$152.33 ,10255280,$149.39 ,$153.19 ,$148.68 ,,,,,,,,,
1/2/24,$149.48 ,8879710,$149.99 ,$151.48 ,$149.24 ,,,,,,,,,
12/29/23,$149.16 ,7658638,$150.03 ,$150.23 ,$148.67 ,,,,,,,,,
12/28/23,$149.77 ,8147993,$151.18 ,$152.02 ,$149.40 ,,,,,,,,,
12/27/23,$151.91 ,5337244,$152.27 ,$152.97 ,$151.34 ,,,,,,,,,
12/26/23,$152.41 ,5165588,$152.07 ,$153.01 ,$151.90 ,,,,,,,,,
12/22/23,$151.05 ,6396080,$151.74 ,$152.39 ,$150.75 ,,,,,,,,,
12/21/23,$150.71 ,7264662,$150.78 ,$150.80 ,$149.22 ,,,,,,,,,
12/20/23,$150.25 ,9369987,$152.15 ,$153.06 ,$150.06 ,,,,,,,,,
12/19/23,$151.64 ,8738146,$149.96 ,$151.83 ,$149.49 ,,,,,,,,,
12/18/23,$149.68 ,11561720,$150.83 ,$152.12 ,$149.32 ,,,,,,,,,
12/15/23,$149.35 ,30850870,$147.32 ,$149.82 ,$147.32 ,,,,,,,,,
12/14/23,$149.93 ,14960480,$145.85 ,$149.93 ,$145.85 ,,,,,,,,,
12/13/23,$144.61 ,10641320,$142.17 ,$144.68 ,$141.65 ,,,,,,,,,
12/12/23,$142.50 ,9863867,$143.17 ,$143.59 ,$141.75 ,,,,,,,,,
12/11/23,$144.35 ,9849572,$144.84 ,$145.40 ,$143.82 ,,,,,,,,,
12/8/23,$144.31 ,10821740,$143.51 ,$144.67 ,$143.12 ,,,,,,,,,
12/7/23,$142.42 ,14786740,$143.51 ,$144.01 ,$140.99 ,,,,,,,,,
