Date,Close/Last,Volume,Open,High,Low
04/07/2025,65.98,7869110,65.64,69.20,64.94
04/04/2025,67.92,9319874,66.90,68.42,65.50
04/03/2025,72.25,6279831,72.16,72.6992,71.435
04/02/2025,77.74,2808379,76.72,77.86,76.69
04/01/2025,77.08,2753906,77.60,78.01,76.875
03/31/2025,77.33,3147376,75.52,77.72,75.2819
03/28/2025,74.77,2430345,75.52,75.54,74.54
03/27/2025,75.48,1590767,75.26,75.68,74.78
03/26/2025,75.42,2473383,75.34,75.935,75.13
03/25/2025,74.82,1922932,75.23,75.36,74.12
03/24/2025,74.88,2755331,74.13,74.975,73.94
03/21/2025,73.79,1529052,73.39,73.96,73.135
03/20/2025,73.73,2523115,72.23,73.80,72.04
03/19/2025,72.42,1747436,72.08,72.88,71.93
03/18/2025,72.21,2738996,73.39,73.49,71.97
03/17/2025,72.71,2873691,72.98,73.17,72.43
03/14/2025,72.28,2054592,71.89,72.43,71.65
03/13/2025,71.62,3119090,72.08,72.4425,71.41
03/12/2025,72.80,2389060,72.32,72.97,72.04
03/11/2025,71.45,1876154,71.80,72.1701,70.98
03/10/2025,70.89,1777110,72.06,72.245,70.74
03/07/2025,72.09,4195690,72.74,73.31,71.77
03/06/2025,71.13,3038746,71.37,72.02,70.4901
03/05/2025,71.42,3811020,71.40,71.49,70.09
03/04/2025,73.31,2030596,72.75,73.615,71.71
03/03/2025,73.32,3996346,75.33,75.56,72.925
02/28/2025,75.22,2351666,74.58,75.47,74.25
02/27/2025,75.28,2641905,75.02,75.79,74.69
02/26/2025,73.85,3229404,73.91,74.27,73.41
02/25/2025,74.13,2386629,75.60,75.61,73.74
02/24/2025,75.97,2930818,75.71,76.14,75.45
02/21/2025,75.35,2749138,76.70,76.85,75.34
02/20/2025,77.76,1626997,77.92,78.47,77.62
02/19/2025,77.45,1554217,78.06,78.20,77.23
02/18/2025,76.96,2324908,76.69,77.1087,76.35
02/14/2025,75.82,2425986,76.58,76.74,75.63
02/13/2025,76.39,1897061,75.68,76.47,75.58
02/12/2025,76.32,4918694,77.15,77.46,76.29
02/11/2025,78.27,2284120,78.37,78.49,77.87
02/10/2025,77.40,2814470,76.94,77.505,76.61
02/07/2025,75.86,2013935,76.22,76.29,75.46
02/06/2025,75.45,2168359,76.36,76.73,75.27
02/05/2025,76.09,1985220,76.57,77.00,75.835
02/04/2025,77.51,6136891,75.70,78.30,75.60
02/03/2025,77.82,4200160,78.42,78.77,76.94
01/31/2025,78.02,3539779,77.60,78.26,76.76
01/30/2025,77.75,2238596,77.77,78.77,77.46
01/29/2025,77.78,1670498,78.02,78.65,77.18
01/28/2025,78.86,1592341,78.87,78.95,77.81
01/27/2025,77.93,1954750,79.28,79.54,77.23
01/24/2025,79.60,1922767,80.07,80.22,79.015
01/23/2025,79.21,3803237,80.56,81.04,79.16
01/22/2025,80.43,2797975,80.72,81.21,80.32
01/21/2025,81.11,2410865,80.62,81.34,80.45
01/17/2025,82.52,2297613,82.52,83.00,82.23
01/16/2025,82.94,3607127,83.49,83.60,81.99
01/15/2025,84.34,4891949,82.28,84.58,82.28
01/14/2025,81.67,4679763,81.90,82.08,81.2105
01/13/2025,82.23,5060511,81.51,82.82,81.37
01/10/2025,80.64,5048677,81.54,81.815,79.37
01/08/2025,77.30,3259106,78.35,78.46,77.06
01/07/2025,78.17,3912444,78.13,78.44,77.70
01/06/2025,77.30,2141772,78.43,78.90,77.06
01/03/2025,77.92,1877695,77.41,78.215,77.26
01/02/2025,76.93,3271771,76.84,77.56,76.84
12/31/2024,75.55,1273741,75.24,75.75,74.975
12/30/2024,74.82,1621041,74.86,75.27,74.455
12/27/2024,73.85,1461964,74.10,74.40,73.69
12/26/2024,73.13,1811084,74.26,74.38,72.90
12/24/2024,73.65,1011796,73.70,74.025,73.45
12/23/2024,73.06,1894517,72.91,73.07,72.10
12/20/2024,73.10,1599767,72.27,73.41,71.958
12/19/2024,72.61,2099508,73.93,74.11,72.61
12/18/2024,72.94,2338081,73.67,74.38,72.915
12/17/2024,73.30,2140061,72.96,73.35,72.31
12/16/2024,73.70,1948208,74.15,74.30,73.61
12/13/2024,74.21,2713366,73.62,74.50,73.545
12/12/2024,73.21,2830056,72.90,73.58,72.19
12/11/2024,73.33,3061916,72.58,73.59,72.15
12/10/2024,71.40,2476325,71.54,72.13,71.32
12/09/2024,71.17,2061720,71.23,71.97,71.155
12/06/2024,70.24,3083839,70.62,70.71,69.99
12/05/2024,71.47,1525152,71.95,72.17,71.22
12/04/2024,71.88,2784128,73.41,73.45,71.52
12/03/2024,73.04,3199133,72.16,73.32,71.80
12/02/2024,71.04,3553891,71.87,71.95,70.70
11/29/2024,71.61,1757580,72.32,72.74,71.51
11/27/2024,71.72,1575912,71.63,72.30,71.16
11/26/2024,71.61,2882244,72.52,73.34,71.01
11/25/2024,72.10,3299046,72.94,73.44,71.73
11/22/2024,74.25,2573797,73.10,74.58,72.9401
11/21/2024,73.20,1848051,73.13,73.26,72.39
11/20/2024,72.02,1362418,72.84,72.84,71.60
11/19/2024,72.31,3959359,72.40,72.71,71.40
11/18/2024,72.07,3116167,70.93,72.31,70.90
11/15/2024,69.75,3629407,70.87,71.35,69.56
11/14/2024,71.29,2088942,72.06,72.09,70.82
11/13/2024,70.73,3449062,70.33,71.50,69.60
11/12/2024,70.69,1905517,71.78,71.85,70.50
11/11/2024,70.94,3272080,71.21,71.45,70.64
11/08/2024,73.13,2984658,73.84,73.94,72.66
11/07/2024,74.66,3133378,74.01,75.56,73.51
11/06/2024,74.54,4179125,73.23,75.32,73.23
11/05/2024,74.73,2839498,74.92,75.34,74.05
11/04/2024,74.29,3240180,73.86,74.4299,73.28
11/01/2024,72.02,4533438,73.63,73.80,71.95
10/31/2024,73.08,9183461,71.81,73.35,71.44
10/30/2024,71.36,3934377,70.67,71.63,70.36
10/29/2024,69.66,4015858,70.12,70.31,69.14
10/28/2024,70.43,7429077,69.77,70.64,69.6696
10/25/2024,74.23,3676078,73.80,74.49,73.36
10/24/2024,73.06,2218561,73.75,74.08,72.27
10/23/2024,73.55,2413358,73.49,74.03,72.91
10/22/2024,73.98,3782109,73.19,74.65,72.995
10/21/2024,72.26,2941385,72.40,72.8701,71.71
10/18/2024,71.38,4342284,71.74,71.92,70.57
10/17/2024,72.62,2541657,72.05,72.84,71.31
10/16/2024,72.40,2195339,72.38,72.67,71.5295
10/15/2024,72.76,4116689,72.27,72.95,71.67
10/14/2024,75.93,3943168,76.06,76.65,75.48
10/11/2024,77.49,3642400,77.01,77.88,76.69
10/10/2024,77.77,4533086,76.15,78.04,75.76
10/09/2024,75.25,6501526,74.11,75.36,73.41
10/08/2024,75.79,8048022,76.83,76.935,74.57
10/07/2024,79.20,4353493,77.42,79.31,77.29
10/04/2024,76.35,5852614,76.21,77.40,75.76
10/03/2024,75.73,7082186,73.74,75.90,73.45
10/02/2024,72.76,4093039,73.95,74.21,71.62
10/01/2024,72.11,13945030,69.34,73.73,69.29
09/30/2024,69.92,2343220,69.96,70.87,69.415
09/27/2024,70.27,3214666,69.30,70.32,68.80
09/26/2024,69.01,4593811,69.22,70.118,68.60
09/25/2024,71.48,3469203,72.35,72.80,70.94
09/24/2024,73.29,2387026,73.85,73.86,72.83
09/23/2024,72.25,2837650,72.96,73.53,71.17
09/20/2024,72.92,1353349,72.42,73.14,72.05
09/19/2024,72.75,4126932,72.22,73.21,71.785
09/18/2024,70.66,2443776,71.01,71.94,70.58
09/17/2024,71.72,1952287,70.90,72.29,70.84
09/16/2024,70.88,3317934,70.61,71.22,70.13
09/13/2024,69.84,2452990,70.20,70.93,69.12
09/12/2024,69.89,4037281,69.07,70.46,68.53
09/11/2024,67.85,3143156,67.85,68.62,66.37
09/10/2024,66.96,4038070,69.45,69.49,66.02
09/09/2024,69.27,2685243,68.49,69.66,68.05
09/06/2024,68.93,3708585,70.55,70.87,67.91
09/05/2024,69.89,3482551,70.73,71.53,69.51
09/04/2024,69.61,4701375,70.62,71.4995,69.5531
09/03/2024,71.09,4967787,72.15,72.15,70.85
08/30/2024,74.34,3341403,75.19,75.22,74.12
08/29/2024,76.77,4061981,76.77,77.65,76.10
08/28/2024,75.48,1852485,75.40,76.23,74.80
08/27/2024,76.49,3537466,77.39,77.60,76.14
08/26/2024,77.83,4196836,78.07,78.32,77.62
08/23/2024,75.55,3008631,74.99,75.76,74.87
08/22/2024,73.58,3170333,72.83,74.17,72.71
08/21/2024,72.60,2769786,74.32,74.81,72.11
08/20/2024,73.83,2761744,74.74,75.02,73.68
08/19/2024,74.38,4881178,76.25,76.38,74.09
08/16/2024,76.32,2475999,76.23,76.65,75.69
08/15/2024,77.41,1640527,77.29,78.00,77.15
08/14/2024,76.59,1721743,77.60,77.75,76.30
08/13/2024,77.64,2300791,78.38,78.46,77.31
08/12/2024,78.63,4745020,77.19,79.17,76.93
08/09/2024,76.22,2923566,75.67,76.35,75.25
08/08/2024,75.36,3034288,74.53,75.7996,74.44
08/07/2024,74.69,4943996,73.94,75.17,73.69
08/06/2024,72.45,3377897,71.77,73.39,71.73
08/05/2024,73.22,3939476,71.94,73.26,71.83
08/02/2024,73.39,5001256,73.81,73.82,72.43
08/01/2024,76.29,3633457,77.79,77.85,75.64
07/31/2024,77.74,4582761,76.33,77.91,75.90
07/30/2024,74.46,3304616,74.45,74.77,74.00
07/29/2024,75.19,1955426,76.73,76.99,74.74
07/26/2024,76.11,2125111,76.82,76.94,75.55
07/25/2024,77.46,1824043,76.17,77.78,75.54
07/24/2024,76.81,2129232,76.87,77.48,76.30
07/23/2024,76.62,3124053,76.96,77.13,75.72
07/22/2024,77.62,1556643,77.17,77.75,76.86
07/19/2024,78.00,2636016,79.51,80.22,77.86
07/18/2024,79.90,1425543,80.59,81.09,79.84
07/17/2024,80.62,2459321,80.00,80.71,79.95
07/16/2024,79.06,2012427,78.68,79.41,78.68
07/15/2024,80.12,2206681,80.26,80.38,79.57
07/12/2024,80.25,3004028,81.25,81.32,80.115
07/11/2024,80.94,3002748,79.93,80.99,79.73
07/10/2024,80.48,2291913,79.42,80.6916,79.18
07/09/2024,79.77,1919038,80.12,80.65,79.46
07/08/2024,80.42,2029643,80.591,81.02,80.29
07/05/2024,81.31,1979724,82.011,82.60,81.23
07/03/2024,81.27,734654,80.95,81.60,80.5723
07/02/2024,81.11,1182549,81.98,82.02,80.83
07/01/2024,81.54,2272780,80.21,81.69,79.82
06/28/2024,79.59,1359774,80.03,80.04,79.08
06/27/2024,79.92,1785656,79.70,80.03,79.225
06/26/2024,78.75,1581934,78.94,79.55,78.27
06/25/2024,78.90,1272285,79.47,79.835,78.75
06/24/2024,79.70,1402400,78.52,79.80,78.49
06/21/2024,78.65,1538762,79.44,79.785,78.4003
06/20/2024,79.41,1446534,79.28,79.53,78.85
06/18/2024,78.67,1757267,77.88,78.83,77.76
06/17/2024,77.79,2589760,76.656,77.9799,76.55
06/14/2024,76.08,2347094,76.62,76.78,75.84
06/13/2024,75.74,1685382,76.31,76.52,75.69
06/12/2024,75.98,2465252,76.83,76.92,75.57
06/11/2024,75.51,1891692,75.34,75.99,74.91
06/10/2024,75.46,4022868,73.78,75.55,73.56
06/07/2024,73.02,2049466,73.56,73.92,72.96
06/06/2024,73.26,1933259,72.12,73.47,71.96
06/05/2024,71.89,2058470,71.40,71.98,70.76
06/04/2024,71.09,2421065,70.96,71.45,70.445
06/03/2024,71.83,5763764,73.93,73.93,71.76
05/31/2024,74.82,2038251,75.63,75.84,74.33
05/30/2024,75.53,2339497,76.05,76.72,75.25
05/29/2024,76.57,1619045,77.66,77.67,76.56
05/28/2024,77.66,2300457,76.76,77.775,76.57
05/24/2024,75.35,1164430,74.88,75.60,74.73
05/23/2024,74.45,1915647,75.96,76.18,74.04
05/22/2024,74.87,2337228,75.21,75.90,74.82
05/21/2024,76.16,2009582,75.99,76.53,75.53
05/20/2024,76.73,2040491,76.554,77.55,76.18
05/17/2024,76.97,2019079,76.35,77.1147,76.16
05/16/2024,76.25,3195860,76.64,76.735,75.93
05/15/2024,75.88,3660044,74.45,75.88,73.88
